HGNC ID	Approved symbol	Approved name	Ensembl ID(supplied by Ensembl)
HGNC:15280	OR5D13	olfactory receptor family 5 subfamily D member 13	ENSG00000279761
HGNC:15281	OR5D14	olfactory receptor family 5 subfamily D member 14	ENSG00000186113
HGNC:15282	OR5D15P	olfactory receptor family 5 subfamily D member 15 pseudogene	ENSG00000255019
HGNC:15283	OR5D16	olfactory receptor family 5 subfamily D member 16	ENSG00000205029
HGNC:15284	OR5D17P	olfactory receptor family 5 subfamily D member 17 pseudogene	ENSG00000181837
HGNC:15285	OR5D18	olfactory receptor family 5 subfamily D member 18	ENSG00000186119
HGNC:8342	OR5E1P	olfactory receptor family 5 subfamily E member 1 pseudogene	ENSG00000170688
HGNC:8343	OR5F1	olfactory receptor family 5 subfamily F member 1	ENSG00000149133
HGNC:15286	OR5F2P	olfactory receptor family 5 subfamily F member 2 pseudogene	ENSG00000182365
HGNC:8344	OR5G1P	olfactory receptor family 5 subfamily G member 1 pseudogene	ENSG00000181296
HGNC:8345	OR5G2P	symbol withdrawn, see [HGNC:8344](/data/gene-symbol-report/#!/hgnc_id/HGNC:8344)	
HGNC:15287	OR5G3	olfactory receptor family 5 subfamily G member 3 (gene/pseudogene)	ENSG00000241356
HGNC:15288	OR5G4P	olfactory receptor family 5 subfamily G member 4 pseudogene	ENSG00000255485
HGNC:15289	OR5G5P	olfactory receptor family 5 subfamily G member 5 pseudogene	ENSG00000205025
HGNC:19610	OR5G6P	symbol withdrawn, see [HGNC:15287](/data/gene-symbol-report/#!/hgnc_id/HGNC:15287)	
HGNC:8346	OR5H1	olfactory receptor family 5 subfamily H member 1	ENSG00000231192
HGNC:14752	OR5H2	olfactory receptor family 5 subfamily H member 2	ENSG00000197938
HGNC:14753	OR5H3P	olfactory receptor family 5 subfamily H member 3 pseudogene	ENSG00000249975
HGNC:14763	OR5H4P	olfactory receptor family 5 subfamily H member 4 pseudogene	ENSG00000248507
HGNC:14765	OR5H5P	olfactory receptor family 5 subfamily H member 5 pseudogene	ENSG00000249321
HGNC:14767	OR5H6	olfactory receptor family 5 subfamily H member 6	ENSG00000230301
HGNC:14771	OR5H7P	olfactory receptor family 5 subfamily H member 7 pseudogene	ENSG00000187900
HGNC:14773	OR5H8	olfactory receptor family 5 subfamily H member 8 (gene/pseudogene)	ENSG00000232535
HGNC:31286	OR5H14	olfactory receptor family 5 subfamily H member 14	ENSG00000236032
HGNC:31287	OR5H15	olfactory receptor family 5 subfamily H member 15	ENSG00000233412
HGNC:8347	OR5I1	olfactory receptor family 5 subfamily I member 1	ENSG00000167825
HGNC:8348	OR5J1P	olfactory receptor family 5 subfamily J member 1 pseudogene	ENSG00000181780
HGNC:19612	OR5J2	olfactory receptor family 5 subfamily J member 2	ENSG00000174957
HGNC:31289	OR5J7P	olfactory receptor family 5 subfamily J member 7 pseudogene	ENSG00000255217
HGNC:8349	OR5K1	olfactory receptor family 5 subfamily K member 1	ENSG00000232382
HGNC:14774	OR5K2	olfactory receptor family 5 subfamily K member 2	ENSG00000231861
HGNC:31290	OR5K3	olfactory receptor family 5 subfamily K member 3	ENSG00000206536
HGNC:31291	OR5K4	olfactory receptor family 5 subfamily K member 4	ENSG00000196098
HGNC:8350	OR5L1	olfactory receptor family 5 subfamily L member 1	ENSG00000279395
HGNC:8351	OR5L2	olfactory receptor family 5 subfamily L member 2	ENSG00000205030
HGNC:8352	OR5M1	olfactory receptor family 5 subfamily M member 1	ENSG00000255012
HGNC:14803	OR5M2P	olfactory receptor family 5 subfamily M member 2 pseudogene	ENSG00000254752
HGNC:14806	OR5M3	olfactory receptor family 5 subfamily M member 3	ENSG00000174937
HGNC:14808	OR5M4P	olfactory receptor family 5 subfamily M member 4 pseudogene	ENSG00000230416
HGNC:14810	OR5M5P	olfactory receptor family 5 subfamily M member 5 pseudogene	ENSG00000185701
HGNC:14814	OR5M6P	olfactory receptor family 5 subfamily M member 6 pseudogene	ENSG00000254603
HGNC:14818	OR5M7P	olfactory receptor family 5 subfamily M member 7 pseudogene	ENSG00000254490
HGNC:14846	OR5M8	olfactory receptor family 5 subfamily M member 8	ENSG00000181371
HGNC:15294	OR5M9	olfactory receptor family 5 subfamily M member 9	ENSG00000150269
HGNC:15290	OR5M10	olfactory receptor family 5 subfamily M member 10	ENSG00000254834
HGNC:15291	OR5M11	olfactory receptor family 5 subfamily M member 11	ENSG00000255223
HGNC:15292	OR5M12P	olfactory receptor family 5 subfamily M member 12 pseudogene	ENSG00000197866
HGNC:15293	OR5M13P	olfactory receptor family 5 subfamily M member 13 pseudogene	ENSG00000166693
HGNC:15057	OR5M14P	olfactory receptor family 5 subfamily M member 14 pseudogene	ENSG00000249081
HGNC:19645	OR5M15P	symbol withdrawn, see [HGNC:15057](/data/gene-symbol-report/#!/hgnc_id/HGNC:15057)	
HGNC:14779	OR5P1P	olfactory receptor family 5 subfamily P member 1 pseudogene	ENSG00000166408
HGNC:14783	OR5P2	olfactory receptor family 5 subfamily P member 2	ENSG00000183303
HGNC:14784	OR5P3	olfactory receptor family 5 subfamily P member 3	ENSG00000182334
HGNC:15295	OR5P4P	olfactory receptor family 5 subfamily P member 4 pseudogene	ENSG00000227892
HGNC:15040	OR5S1P	olfactory receptor family 5 subfamily S member 1 pseudogene	ENSG00000213048
HGNC:14821	OR5T1	olfactory receptor family 5 subfamily T member 1	ENSG00000181698
HGNC:15296	OR5T2	olfactory receptor family 5 subfamily T member 2	ENSG00000181718
HGNC:15297	OR5T3	olfactory receptor family 5 subfamily T member 3	ENSG00000172489
HGNC:13972	OR5V1	olfactory receptor family 5 subfamily V member 1	ENSG00000243729
HGNC:15298	OR5W1P	olfactory receptor family 5 subfamily W member 1 pseudogene	ENSG00000227806
HGNC:15299	OR5W2	olfactory receptor family 5 subfamily W member 2	ENSG00000187612
HGNC:15300	OR5W3P	symbol withdrawn, see [HGNC:15299](/data/gene-symbol-report/#!/hgnc_id/HGNC:15299)	
HGNC:8353	OR6A1	symbol withdrawn, see [HGNC:15301](/data/gene-symbol-report/#!/hgnc_id/HGNC:15301)	
HGNC:15301	OR6A2	olfactory receptor family 6 subfamily A member 2	ENSG00000184933
HGNC:8354	OR6B1	olfactory receptor family 6 subfamily B member 1	ENSG00000221813
HGNC:15041	OR6B2	olfactory receptor family 6 subfamily B member 2	ENSG00000182083
HGNC:15042	OR6B3	olfactory receptor family 6 subfamily B member 3	ENSG00000178586
HGNC:8355	OR6C1	olfactory receptor family 6 subfamily C member 1	ENSG00000205330
HGNC:15436	OR6C2	olfactory receptor family 6 subfamily C member 2	ENSG00000179695
HGNC:15437	OR6C3	olfactory receptor family 6 subfamily C member 3	ENSG00000205329
HGNC:19632	OR6C4	olfactory receptor family 6 subfamily C member 4	ENSG00000179626
HGNC:31292	OR6C5P	olfactory receptor family 6 subfamily C member 5 pseudogene	ENSG00000230307
HGNC:31293	OR6C6	olfactory receptor family 6 subfamily C member 6	ENSG00000188324
HGNC:31306	OR6C7P	olfactory receptor family 6 subfamily C member 7 pseudogene	ENSG00000257757
HGNC:31294	OR6C64P	olfactory receptor family 6 subfamily C member 64 pseudogene	ENSG00000234670
HGNC:31295	OR6C65	olfactory receptor family 6 subfamily C member 65	ENSG00000205328
HGNC:31296	OR6C66P	olfactory receptor family 6 subfamily C member 66 pseudogene	ENSG00000233606
HGNC:31297	OR6C68	olfactory receptor family 6 subfamily C member 68	ENSG00000205327
HGNC:31298	OR6C69P	olfactory receptor family 6 subfamily C member 69 pseudogene	ENSG00000213451
HGNC:31299	OR6C70	olfactory receptor family 6 subfamily C member 70	ENSG00000184954
HGNC:31300	OR6C71P	olfactory receptor family 6 subfamily C member 71 pseudogene	ENSG00000203408
HGNC:31301	OR6C72P	olfactory receptor family 6 subfamily C member 72 pseudogene	ENSG00000205331
HGNC:31302	OR6C73P	olfactory receptor family 6 subfamily C member 73 pseudogene	ENSG00000257414
HGNC:31303	OR6C74	olfactory receptor family 6 subfamily C member 74	ENSG00000197706
HGNC:31304	OR6C75	olfactory receptor family 6 subfamily C member 75	ENSG00000187857
HGNC:31305	OR6C76	olfactory receptor family 6 subfamily C member 76	ENSG00000185821
HGNC:14849	OR6D1P	olfactory receptor family 6 subfamily D member 1 pseudogene	ENSG00000224402
HGNC:15123	OR6D2P	olfactory receptor, family 6, subfamily D, member 2 pseudogene	
HGNC:14739	OR6E1P	olfactory receptor family 6 subfamily E member 1 pseudogene	ENSG00000235213
HGNC:15027	OR6F1	olfactory receptor family 6 subfamily F member 1	ENSG00000169214
HGNC:14707	OR6J1	olfactory receptor family 6 subfamily J member 1	ENSG00000255804
HGNC:14734	OR6J2	symbol withdrawn, see [HGNC:14707](/data/gene-symbol-report/#!/hgnc_id/HGNC:14707)	
HGNC:15028	OR6K1P	olfactory receptor family 6 subfamily K member 1 pseudogene	ENSG00000231237
HGNC:15029	OR6K2	olfactory receptor family 6 subfamily K member 2	ENSG00000196171
HGNC:15030	OR6K3	olfactory receptor family 6 subfamily K member 3	ENSG00000203757
HGNC:15031	OR6K4P	olfactory receptor family 6 subfamily K member 4 pseudogene	ENSG00000180437
HGNC:15032	OR6K5P	olfactory receptor family 6 subfamily K member 5 pseudogene	ENSG00000226949
HGNC:15033	OR6K6	olfactory receptor family 6 subfamily K member 6	ENSG00000180433
HGNC:15124	OR6L1P	olfactory receptor family 6 subfamily L member 1 pseudogene	ENSG00000233685
HGNC:15125	OR6L2P	olfactory receptor family 6 subfamily L member 2 pseudogene	ENSG00000273327
HGNC:14711	OR6M1	olfactory receptor family 6 subfamily M member 1	ENSG00000196099
HGNC:14713	OR6M2P	olfactory receptor family 6 subfamily M member 2 pseudogene	ENSG00000254613
HGNC:14741	OR6M3P	olfactory receptor family 6 subfamily M member 3 pseudogene	ENSG00000254430
HGNC:15034	OR6N1	olfactory receptor family 6 subfamily N member 1	ENSG00000197403
HGNC:15035	OR6N2	olfactory receptor family 6 subfamily N member 2	ENSG00000188340
HGNC:15036	OR6P1	olfactory receptor family 6 subfamily P member 1	ENSG00000186440
HGNC:15302	OR6Q1	olfactory receptor family 6 subfamily Q member 1	ENSG00000279051
HGNC:15037	OR6R1P	olfactory receptor family 6 subfamily R member 1 pseudogene	ENSG00000230576
HGNC:31307	OR6R2P	olfactory receptor family 6 subfamily R member 2 pseudogene	ENSG00000273484
HGNC:15363	OR6S1	olfactory receptor family 6 subfamily S member 1	ENSG00000181803
HGNC:14848	OR6T1	olfactory receptor family 6 subfamily T member 1	ENSG00000181499
HGNC:15336	OR6U1P	symbol withdrawn, see [HGNC:19631](/data/gene-symbol-report/#!/hgnc_id/HGNC:19631)	
HGNC:19631	OR6U2P	olfactory receptor family 6 subfamily U member 2 pseudogene	ENSG00000272937
HGNC:15090	OR6V1	olfactory receptor family 6 subfamily V member 1	ENSG00000225781
HGNC:15091	OR6W1P	olfactory receptor family 6 subfamily W member 1 pseudogene	ENSG00000179420
HGNC:14737	OR6X1	olfactory receptor family 6 subfamily X member 1	ENSG00000221931
HGNC:14823	OR6Y1	olfactory receptor family 6 subfamily Y member 1	ENSG00000197532
HGNC:19568	OR6Y2	symbol withdrawn, see [HGNC:14823](/data/gene-symbol-report/#!/hgnc_id/HGNC:14823)	
HGNC:8364	OR7A1P	olfactory receptor family 7 subfamily A member 1 pseudogene	ENSG00000268834
HGNC:8365	OR7A2	symbol withdrawn, see [HGNC:8370](/data/gene-symbol-report/#!/hgnc_id/HGNC:8370)	
HGNC:8370	OR7A2P	olfactory receptor family 7 subfamily A member 2 pseudogene	ENSG00000172148
HGNC:8366	OR7A3P	olfactory receptor family 7 subfamily A member 3 pseudogene	ENSG00000269787
HGNC:8367	OR7A4P	symbol withdrawn, see [HGNC:8361](/data/gene-symbol-report/#!/hgnc_id/HGNC:8361)	
HGNC:8368	OR7A5	olfactory receptor family 7 subfamily A member 5	ENSG00000188269
HGNC:8369	OR7A6P	symbol withdrawn, see [HGNC:8364](/data/gene-symbol-report/#!/hgnc_id/HGNC:8364)	
HGNC:8371	OR7A8P	olfactory receptor family 7 subfamily A member 8 pseudogene	ENSG00000269552
HGNC:8372	OR7A9P	symbol withdrawn, see [HGNC:8371](/data/gene-symbol-report/#!/hgnc_id/HGNC:8371)	
HGNC:8356	OR7A10	olfactory receptor family 7 subfamily A member 10	ENSG00000127515
HGNC:8357	OR7A11P	olfactory receptor family 7 subfamily A member 11 pseudogene	ENSG00000198367
HGNC:8358	OR7A12P	symbol withdrawn, see [HGNC:8366](/data/gene-symbol-report/#!/hgnc_id/HGNC:8366)	
HGNC:8359	OR7A13P	symbol withdrawn, see [HGNC:8366](/data/gene-symbol-report/#!/hgnc_id/HGNC:8366)	
HGNC:8360	OR7A14P	symbol withdrawn, see [HGNC:8366](/data/gene-symbol-report/#!/hgnc_id/HGNC:8366)	
HGNC:8361	OR7A15P	olfactory receptor family 7 subfamily A member 15 pseudogene	ENSG00000176923
HGNC:8362	OR7A16P	symbol withdrawn, see [HGNC:8361](/data/gene-symbol-report/#!/hgnc_id/HGNC:8361)	
HGNC:8363	OR7A17	olfactory receptor family 7 subfamily A member 17	ENSG00000185385
HGNC:15399	OR7A18P	olfactory receptor family 7 subfamily A member 18 pseudogene	ENSG00000269678
HGNC:15337	OR7A19P	olfactory receptor family 7 subfamily A member 19 pseudogene	ENSG00000272963
HGNC:19591	OR7A20P	symbol withdrawn, see [HGNC:8361](/data/gene-symbol-report/#!/hgnc_id/HGNC:8361)	
HGNC:8373	OR7C1	olfactory receptor family 7 subfamily C member 1	ENSG00000127530
HGNC:8374	OR7C2	olfactory receptor family 7 subfamily C member 2	ENSG00000127529
HGNC:8375	OR7C3	symbol withdrawn, see [HGNC:8374](/data/gene-symbol-report/#!/hgnc_id/HGNC:8374)	
HGNC:8376	OR7C4	symbol withdrawn, see [HGNC:8373](/data/gene-symbol-report/#!/hgnc_id/HGNC:8373)	
HGNC:8377	OR7D1P	olfactory receptor family 7 subfamily D member 1 pseudogene	ENSG00000188314
HGNC:8378	OR7D2	olfactory receptor family 7 subfamily D member 2	ENSG00000188000
HGNC:8379	OR7D3P	symbol withdrawn, see [HGNC:8377](/data/gene-symbol-report/#!/hgnc_id/HGNC:8377)	
HGNC:8380	OR7D4	olfactory receptor family 7 subfamily D member 4	ENSG00000174667
HGNC:31308	OR7D11P	olfactory receptor family 7 subfamily D member 11 pseudogene	
HGNC:8391	OR7E1P	olfactory receptor family 7 subfamily E member 1 pseudogene	ENSG00000255554
HGNC:8402	OR7E2P	olfactory receptor family 7 subfamily E member 2 pseudogene	ENSG00000255203
HGNC:8413	OR7E3P	symbol withdrawn, see [HGNC:14709](/data/gene-symbol-report/#!/hgnc_id/HGNC:14709)	
HGNC:8424	OR7E4P	olfactory receptor family 7 subfamily E member 4 pseudogene	ENSG00000255261
HGNC:8435	OR7E5P	olfactory receptor family 7 subfamily E member 5 pseudogene	ENSG00000214880
HGNC:8446	OR7E6P	symbol withdrawn, see [HGNC:8442](/data/gene-symbol-report/#!/hgnc_id/HGNC:8442)	
HGNC:8457	OR7E7P	olfactory receptor family 7 subfamily E member 7 pseudogene	ENSG00000238228
HGNC:8458	OR7E8P	olfactory receptor family 7 subfamily E member 8 pseudogene	ENSG00000177400
HGNC:8459	OR7E9P	olfactory receptor, family 7, subfamily E, member 9 pseudogene	
HGNC:8381	OR7E10P	olfactory receptor family 7 subfamily E member 10 pseudogene	ENSG00000254724
HGNC:8382	OR7E11P	olfactory receptor family 7 subfamily E member 11 pseudogene	ENSG00000254447
HGNC:8383	OR7E12P	olfactory receptor family 7 subfamily E member 12 pseudogene	ENSG00000189398
HGNC:8384	OR7E13P	olfactory receptor family 7 subfamily E member 13 pseudogene	ENSG00000197882
HGNC:8385	OR7E14P	olfactory receptor family 7 subfamily E member 14 pseudogene	ENSG00000184669
HGNC:8386	OR7E15P	olfactory receptor family 7 subfamily E member 15 pseudogene	ENSG00000254917
HGNC:8387	OR7E16P	olfactory receptor family 7 subfamily E member 16 pseudogene	ENSG00000267775
HGNC:8388	OR7E17P	symbol withdrawn, see [HGNC:8387](/data/gene-symbol-report/#!/hgnc_id/HGNC:8387)	
HGNC:8389	OR7E18P	olfactory receptor family 7 subfamily E member 18 pseudogene	ENSG00000180926
HGNC:8390	OR7E19P	olfactory receptor family 7 subfamily E member 19 pseudogene	ENSG00000225980
HGNC:8392	OR7E20P	symbol withdrawn, see [HGNC:8442](/data/gene-symbol-report/#!/hgnc_id/HGNC:8442)	
HGNC:8393	OR7E21P	olfactory receptor family 7 subfamily E member 21 pseudogene	ENSG00000251178
HGNC:8394	OR7E22P	olfactory receptor family 7 subfamily E member 22 pseudogene	ENSG00000179799
HGNC:8395	OR7E23P	olfactory receptor family 7 subfamily E member 23 pseudogene	ENSG00000228433
HGNC:8396	OR7E24	olfactory receptor family 7 subfamily E member 24	ENSG00000237521
HGNC:8397	OR7E25P	olfactory receptor family 7 subfamily E member 25 pseudogene	ENSG00000187847
HGNC:8398	OR7E26P	olfactory receptor family 7 subfamily E member 26 pseudogene	ENSG00000228547
HGNC:8399	OR7E27P	symbol withdrawn, see [HGNC:8400](/data/gene-symbol-report/#!/hgnc_id/HGNC:8400)	
HGNC:8400	OR7E28P	olfactory receptor family 7 subfamily E member 28 pseudogene	ENSG00000251491
HGNC:8401	OR7E29P	olfactory receptor family 7 subfamily E member 29 pseudogene	ENSG00000243429
HGNC:8403	OR7E30P	olfactory receptor, family 7, subfamily E, member 30 pseudogene	
HGNC:8404	OR7E31P	olfactory receptor family 7 subfamily E member 31 pseudogene	ENSG00000185074
HGNC:8405	OR7E32P	symbol withdrawn, see [HGNC:8404](/data/gene-symbol-report/#!/hgnc_id/HGNC:8404)	
HGNC:8406	OR7E33P	olfactory receptor family 7 subfamily E member 33 pseudogene	ENSG00000226537
HGNC:8407	OR7E34P	olfactory receptor, family 7, subfamily E, member 34 pseudogene	
HGNC:8408	OR7E35P	olfactory receptor family 7 subfamily E member 35 pseudogene	ENSG00000250425
HGNC:8409	OR7E36P	olfactory receptor family 7 subfamily E member 36 pseudogene	ENSG00000205240
HGNC:8410	OR7E37P	olfactory receptor family 7 subfamily E member 37 pseudogene	ENSG00000215480
HGNC:8411	OR7E38P	olfactory receptor family 7 subfamily E member 38 pseudogene	ENSG00000183444
HGNC:8412	OR7E39P	olfactory receptor family 7 subfamily E member 39 pseudogene	ENSG00000273252
HGNC:8414	OR7E40P	symbol withdrawn, see [HGNC:15365](/data/gene-symbol-report/#!/hgnc_id/HGNC:15365)	
HGNC:8415	OR7E41P	olfactory receptor family 7 subfamily E member 41 pseudogene	ENSG00000250640
HGNC:8416	OR7E42P	symbol withdrawn, see [HGNC:8386](/data/gene-symbol-report/#!/hgnc_id/HGNC:8386)	
HGNC:8417	OR7E43P	olfactory receptor family 7 subfamily E member 43 pseudogene	ENSG00000249844
HGNC:8418	OR7E44P	olfactory receptor, family 7, subfamily E, member 44 pseudogene	
HGNC:8419	OR7E45P	olfactory receptor, family 7, subfamily E, member 45 pseudogene	
HGNC:8420	OR7E46P	olfactory receptor family 7 subfamily E member 46 pseudogene	ENSG00000234485
HGNC:8421	OR7E47P	olfactory receptor family 7 subfamily E member 47 pseudogene	ENSG00000257542
HGNC:8422	OR7E48P	olfactory receptor, family 7, subfamily E, member 48 pseudogene	
HGNC:8423	OR7E49P	symbol withdrawn, see [HGNC:8393](/data/gene-symbol-report/#!/hgnc_id/HGNC:8393)	
HGNC:8425	OR7E50P	symbol withdrawn, see [HGNC:8415](/data/gene-symbol-report/#!/hgnc_id/HGNC:8415)	
HGNC:8426	OR7E51P	symbol withdrawn, see [HGNC:8402](/data/gene-symbol-report/#!/hgnc_id/HGNC:8402)	
HGNC:8427	OR7E52P	olfactory receptor, family 7, subfamily E, member 52 pseudogene	
HGNC:8428	OR7E53P	olfactory receptor family 7 subfamily E member 53 pseudogene	ENSG00000239978
HGNC:8429	OR7E54P	symbol withdrawn, see [HGNC:14690](/data/gene-symbol-report/#!/hgnc_id/HGNC:14690)	
HGNC:8430	OR7E55P	olfactory receptor family 7 subfamily E member 55 pseudogene	ENSG00000230655
HGNC:8431	OR7E56P	symbol withdrawn, see [HGNC:8430](/data/gene-symbol-report/#!/hgnc_id/HGNC:8430)	
HGNC:8432	OR7E57P	olfactory receptor, family 7, subfamily E, member 57 pseudogene	
HGNC:8433	OR7E58P	symbol withdrawn, see [HGNC:8383](/data/gene-symbol-report/#!/hgnc_id/HGNC:8383)	
HGNC:8434	OR7E59P	olfactory receptor family 7 subfamily E member 59 pseudogene	ENSG00000250561
HGNC:8436	OR7E60P	symbol withdrawn, see [HGNC:8387](/data/gene-symbol-report/#!/hgnc_id/HGNC:8387)	
HGNC:8437	OR7E61	symbol withdrawn, see [HGNC:8389](/data/gene-symbol-report/#!/hgnc_id/HGNC:8389)	
HGNC:8438	OR7E62P	olfactory receptor family 7 subfamily E member 62 pseudogene	ENSG00000234896
HGNC:8439	OR7E63P	symbol withdrawn, see [HGNC:8438](/data/gene-symbol-report/#!/hgnc_id/HGNC:8438)	
HGNC:8440	OR7E64P	symbol withdrawn, see [HGNC:8438](/data/gene-symbol-report/#!/hgnc_id/HGNC:8438)	
HGNC:8441	OR7E65	symbol withdrawn, see [HGNC:8390](/data/gene-symbol-report/#!/hgnc_id/HGNC:8390)	
HGNC:8442	OR7E66P	olfactory receptor family 7 subfamily E member 66 pseudogene	ENSG00000243674
HGNC:8443	OR7E67P	symbol withdrawn, see [HGNC:8398](/data/gene-symbol-report/#!/hgnc_id/HGNC:8398)	
HGNC:8444	OR7E68P	symbol withdrawn, see [HGNC:15126](/data/gene-symbol-report/#!/hgnc_id/HGNC:15126)	
HGNC:8445	OR7E69P	symbol withdrawn, see [HGNC:8398](/data/gene-symbol-report/#!/hgnc_id/HGNC:8398)	
HGNC:8447	OR7E70P	symbol withdrawn, see [HGNC:8398](/data/gene-symbol-report/#!/hgnc_id/HGNC:8398)	
HGNC:8448	OR7E71P	symbol withdrawn, see [HGNC:15126](/data/gene-symbol-report/#!/hgnc_id/HGNC:15126)	
HGNC:8449	OR7E72P	symbol withdrawn, see [HGNC:15126](/data/gene-symbol-report/#!/hgnc_id/HGNC:15126)	
HGNC:8450	OR7E73P	symbol withdrawn, see [HGNC:15126](/data/gene-symbol-report/#!/hgnc_id/HGNC:15126)	
HGNC:8451	OR7E74P	symbol withdrawn, see [HGNC:15126](/data/gene-symbol-report/#!/hgnc_id/HGNC:15126)	
HGNC:8452	OR7E75P	symbol withdrawn, see [HGNC:15126](/data/gene-symbol-report/#!/hgnc_id/HGNC:15126)	
